"","average","sd","ratio","ava","avb","cumsum","contrib","Domain","Phylum","Class","Order","Family","Genus","Species"
"51d4f17b8dda9f7d972bf3dd0ecc4e59",3.1814711122423e-05,5.65362252887909e-05,0.562731433871138,0,1,0.997841785487797,0.000102285047971717,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","unclassified"
"80ceaab1366b797833510af9e1007ddc",3.1814711122423e-05,6.52824097788976e-05,0.487339717240448,1,0,0.997944070535769,0.000102285047971606,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium"
"9e31424bebb25a100572229efc973274",3.1814711122423e-05,6.52824097788976e-05,0.487339717240448,1,0,0.998046355583741,0.000102285047971717,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Acetatifactor","D_6__uncultured bacterium"
"623ead7f0bf2bf94cdb6ddaad5e814ce",3.1814711122423e-05,6.52824097788976e-05,0.487339717240448,1,0,0.998148640631712,0.000102285047971717,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"1332b0dcde33b5f46ce13a45f40f5b9a",3.1814711122423e-05,4.12882212091531e-05,0.770551750371122,1,0,0.998250925679684,0.000102285047971606,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured","D_6__uncultured bacterium"
"cad55aaa15626259b4ffb29ebc02c876",3.1814711122423e-05,6.52824097788976e-05,0.487339717240448,1,0,0.998353210727656,0.000102285047971717,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Coprococcus 1","D_6__uncultured bacterium"
"b19ea6a45f5587dc4346aca5116831df",3.1814711122423e-05,6.52824097788976e-05,0.487339717240448,1,0,0.998455495775628,0.000102285047971717,"D_0__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"885d011f1c432af3817ff9fe5a0d5210",3.1814711122423e-05,5.65362252887909e-05,0.562731433871138,0,1,0.998557780823599,0.000102285047971717,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-010","unclassified"
"975778c2f898fd731429b24fd50c14b1",2.54517688979384e-05,5.22259278231181e-05,0.487339717240448,0.8,0,0.998639608861977,8.18280383773073e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__uncultured bacterium","D_6__"
"c3238fb047f5f93493ead3cba9feffc7",2.54517688979384e-05,5.22259278231181e-05,0.487339717240448,0.8,0,0.998721436900354,8.18280383773073e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium"
"71461051d8b8f1656d5e832473c8aaee",2.54517688979384e-05,5.22259278231181e-05,0.487339717240448,0.8,0,0.998803264938731,8.18280383774184e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","unclassified"
"3883c3ab093249287e47ca21ff186ca4",2.54517688979384e-05,5.22259278231181e-05,0.487339717240448,0.8,0,0.998885092977109,8.18280383773073e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Coprococcus 1","unclassified"
"f0a3b85336766433b385b8e5d23182d2",2.54517688979384e-05,5.22259278231181e-05,0.487339717240448,0.8,0,0.998966921015486,8.18280383774184e-05,"D_0__Bacteria","D_1__Actinobacteria","D_2__Coriobacteriia","D_3__Coriobacteriales","D_4__Coriobacteriaceae","D_5__Enterorhabdus","D_6__uncultured bacterium"
"3699e193fd5321a32e8ab1100ae70161",2.38610333418173e-05,4.24021689665932e-05,0.562731433871138,0,0.75,0.999043634801465,7.67137859787326e-05,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","D_4__uncultured bacterium","D_5__","D_6__"
"35c1c02a23cbeaa57ef42681d720c142",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.999105005830248,6.13710287830083e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-009","D_6__uncultured bacterium"
"7285906c7e54c0aa4265732e99c15048",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.999166376859031,6.13710287830083e-05,"D_0__Bacteria","D_1__Actinobacteria","D_2__Coriobacteriia","D_3__Coriobacteriales","D_4__Coriobacteriaceae","D_5__Enterorhabdus","D_6__uncultured bacterium"
"c5e48d33cc9cb2091f9867c5937315dd",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.999227747887814,6.13710287830083e-05,"D_0__Bacteria","D_1__Actinobacteria","D_2__Actinobacteria","D_3__Actinomycetales","D_4__Actinomycetaceae","D_5__Mobiluncus","unclassified"
"5693305ddfd10ea9aa94f0cae57e6f61",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.999289118916597,6.13710287830083e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Anaerotruncus","D_6__uncultured bacterium"
"48144f36a27f2362d91eacd511ac5ca0",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.99935048994538,6.13710287830083e-05,"D_0__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"38eaa8f3d127290bf06b9a82171c37c0",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.999411860974163,6.13710287830083e-05,"D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Enterobacteriales","D_4__Enterobacteriaceae","D_5__Proteus","unclassified"
"d37c35f73fc21285f14723633ad2fbcd",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.999473232002946,6.13710287830083e-05,"D_0__Bacteria","D_1__Proteobacteria","D_2__Betaproteobacteria","D_3__Burkholderiales","D_4__Alcaligenaceae","D_5__Sutterella","D_6__uncultured bacterium"
"cadfe6bb56b9444c4f14bd8e36a23273",1.90888266734538e-05,3.91694458673385e-05,0.487339717240448,0.6,0,0.999534603031729,6.13710287830083e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"df460e53106f700db609ffb136b7cdce",1.59073555612115e-05,2.82681126443955e-05,0.562731433871138,0,0.5,0.999585745555715,5.11425239858587e-05,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","unclassified","unclassified","unclassified"
"c46ab007d7c1260a6471ff3c5b8a43a8",1.59073555612115e-05,2.82681126443955e-05,0.562731433871138,0,0.5,0.999636888079701,5.11425239858587e-05,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","unclassified","unclassified","unclassified"
"f35d8dda60a01990b7ef068fda2e5e0c",1.59073555612115e-05,2.82681126443955e-05,0.562731433871138,0,0.5,0.999688030603686,5.11425239858587e-05,"D_0__Bacteria","D_1__Acidobacteria","D_2__Acidobacteria","D_3__Acidobacteriales","D_4__Acidobacteriaceae (Subgroup 1)","D_5__Candidatus Koribacter","unclassified"
"6434654280657f52f79317522d521bf7",1.59073555612115e-05,2.82681126443955e-05,0.562731433871138,0,0.5,0.999739173127672,5.11425239858587e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-005","unclassified"
"99d79581427870bbddcf50a684e1bf7f",1.59073555612115e-05,2.82681126443955e-05,0.562731433871138,0,0.5,0.999790315651658,5.11425239857477e-05,"D_0__Bacteria","D_1__Actinobacteria","D_2__Coriobacteriia","D_3__Coriobacteriales","D_4__Coriobacteriaceae","D_5__Enterorhabdus","D_6__uncultured bacterium"
"f9f1a44c550f1bf4e1814e3c92c83462",1.27258844489692e-05,2.6112963911559e-05,0.487339717240448,0.4,0,0.999831229670847,4.09140191887092e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Roseburia","unclassified"
"887ab884c29a70a88f74ee988bb82cf1",1.27258844489692e-05,2.6112963911559e-05,0.487339717240448,0.4,0,0.999872143690035,4.09140191887092e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","unclassified"
"047d04c501cb84fc4733b7b0385af35b",1.27258844489692e-05,2.6112963911559e-05,0.487339717240448,0.4,0,0.999913057709224,4.09140191887092e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-010","D_6__uncultured bacterium"
"37d4498764823f5dcedbc955d34c54d7",1.27258844489692e-05,2.6112963911559e-05,0.487339717240448,0.4,0,0.999953971728413,4.09140191885982e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","unclassified","unclassified"
"ec72820117eea77d373523815e16b858",7.95367778060575e-06,1.41340563221977e-05,0.562731433871138,0,0.25,0.999979542990406,2.55712619929849e-05,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"f06453d8fefd60a89a472679e4b8169b",6.3629422244846e-06,1.30564819557795e-05,0.487339717240448,0.2,0,1,2.04570095942991e-05,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidales S24-7 group","unclassified","unclassified"
