"","average","sd","ratio","ava","avb","cumsum","contrib","Domain","Phylum","Class","Order","Family","Genus","Species"
"5425f9eda71afbc71638d011c18e96ae",9.5444133367269e-05,0.000195847229336693,0.487339717240448,3,0,0.978530368430743,0.000306855143915041,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"b50e3681a11cc40c7a4fa20a7576af16",9.5444133367269e-05,0.000195847229336693,0.487339717240448,3,0,0.978837223574658,0.000306855143915041,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__[Ruminococcus] torques group","unclassified"
"3f0216a01d73cf6f9a6778cac93e312b",9.5444133367269e-05,0.000195847229336693,0.487339717240448,3,0,0.979144078718573,0.000306855143915041,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__Bacteroides fragilis"
"6c5ae7aece53e53a18d61f004f0e9bbe",9.5444133367269e-05,0.000130564819557795,0.731009575860672,1,2.5,0.979450933862488,0.000306855143915041,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-013","D_6__uncultured bacterium"
"7e3b8b7b0d15a65eafaf2c871d55906b",9.5444133367269e-05,0.000195847229336693,0.487339717240448,3,0,0.979757789006403,0.000306855143915152,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","unclassified"
"23194d2b7c5d9dadd6ac2f254c6586d1",9.5444133367269e-05,0.000169608675866373,0.562731433871138,0,3,0.980064644150318,0.000306855143915041,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnoclostridium","D_6__uncultured bacterium"
"4afbf45f017f69e11e9987ce9b6181c6",9.06719266989056e-05,8.95553557963999e-05,1.01246794111392,1.2,2.75,0.980356156537037,0.000291512386719317,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","unclassified","unclassified","unclassified"
"7e4b615589808944fb3b8ff54cdf16e5",8.90811911427844e-05,0.000182790747380913,0.487339717240448,2.8,0,0.980642554671358,0.000286398134320742,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","unclassified","unclassified","unclassified"
"f6ed5dedf99b04ecdd2573e965fcc055",8.90811911427844e-05,0.00011382377080681,0.782623792124926,2.8,0,0.980928952805679,0.000286398134320631,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae UCG-006","D_6__uncultured bacterium"
"2bbf3455be14ac2824d8113e5ed74eee",8.90811911427844e-05,0.000182790747380913,0.487339717240448,2.8,0,0.98121535094,0.000286398134320742,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Family XIII","D_5__[Eubacterium] nodatum group","D_6__uncultured bacterium"
"8fbe1c40397c6fc6b3c502f05b27312d",8.90811911427844e-05,0.000182790747380913,0.487339717240448,2.8,0,0.98150174907432,0.000286398134320742,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Porphyromonadaceae","D_5__Butyricimonas","D_6__uncultured bacterium"
"0fde62806e4413be1846e836dba2c786",8.74904555866633e-05,0.000155474619544175,0.562731433871138,0,2.75,0.981783032956242,0.000281283881922167,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","unclassified"
"ecb1c93be0a336c604eceb3dd8829303",8.74904555866633e-05,0.000155474619544175,0.562731433871138,0,2.75,0.982064316838165,0.000281283881922167,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"a0814dbcfc36b32aa80e5af6bca83748",8.74904555866633e-05,0.000155474619544175,0.562731433871138,0,2.75,0.982345600720087,0.000281283881922056,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidales S24-7 group","unclassified","unclassified"
"260987c983802ed46a38b3a8090bd51e",8.74904555866633e-05,0.000155474619544175,0.562731433871138,0,2.75,0.982626884602009,0.000281283881922167,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"a11124bead20d177c53e9a515457c0c0",8.74904555866633e-05,0.000155474619544175,0.562731433871138,0,2.75,0.982908168483931,0.000281283881922167,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidales S24-7 group","unclassified","unclassified"
"aa19b65fa066defdc12ae4b7f2f00066",8.74904555866633e-05,0.000155474619544175,0.562731433871138,0,2.75,0.983189452365853,0.000281283881922167,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Coprococcus 1","D_6__uncultured bacterium"
"2546f805d1fd91dfa1723faea2398272",8.27182489182998e-05,0.000169734265425134,0.487339717240448,2.6,0,0.98345539349058,0.000265941124726332,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","unclassified"
"8ee89f151c34530344deec07ac9bee81",8.27182489182998e-05,0.000169734265425134,0.487339717240448,2.6,0,0.983721334615306,0.000265941124726443,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__unidentified","D_6__"
"f816af5e7fb5d10fa1a7563844ebb458",8.27182489182998e-05,0.000169734265425134,0.487339717240448,2.6,0,0.983987275740032,0.000265941124726332,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium"
"d255274bb9545cbe82f94e4e17b59f9b",8.27182489182998e-05,0.000169734265425134,0.487339717240448,2.6,0,0.984253216864759,0.000265941124726443,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","unclassified","unclassified","unclassified"
"5851eedb3909f767582e85d4c9697b41",7.95367778060575e-05,0.000141340563221977,0.562731433871138,0,2.5,0.984508929484688,0.000255712619929183,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","unclassified"
"e5ee1d85ad16f8c94333754ffe9430ff",7.95367778060575e-05,0.000141340563221977,0.562731433871138,0,2.5,0.984764642104617,0.000255712619929183,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Tyzzerella","D_6__uncultured bacterium"
"a40c6633b51552b58892c4ab49172441",7.95367778060575e-05,0.000141340563221977,0.562731433871138,0,2.5,0.985020354724546,0.000255712619929294,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium"
"5876eaf1edc6de9da146606ebb76ef0e",7.95367778060575e-05,0.000141340563221977,0.562731433871138,0,2.5,0.985276067344476,0.000255712619929183,"D_0__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"f8b64013e0db8ea27a59afaee14e3e49",7.95367778060575e-05,0.000141340563221977,0.562731433871138,0,2.5,0.985531779964405,0.000255712619929183,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium"
"7d06bee6bda3a2d5d6492085a8d60329",7.95367778060575e-05,0.000141340563221977,0.562731433871138,0,2.5,0.985787492584334,0.000255712619929294,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Roseburia","unclassified"
"2e5fa51fde2566ec3d41ee6a1b6fe436",7.95367778060575e-05,0.000141340563221977,0.562731433871138,0,2.5,0.986043205204263,0.000255712619929183,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"0f276b28ea3ba352f6fd667c1e298c38",7.63553066938152e-05,0.000156677783469354,0.487339717240448,2.4,0,0.986288689319395,0.000245484115132033,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","unclassified"
"a6e5ffe07f49f9f987228172818a2423",7.63553066938152e-05,0.000126587289171504,0.603183046209061,2.4,0,0.986534173434527,0.000245484115132033,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 5","D_6__uncultured bacterium"
"7215e6796de3e835c8879da79b1b708d",7.63553066938152e-05,0.000156677783469354,0.487339717240448,2.4,0,0.986779657549659,0.000245484115132033,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae NK4A214 group","D_6__uncultured bacterium"
"cdb79eecfa38ac58e99bfdef45fabfce",7.63553066938152e-05,0.000156677783469354,0.487339717240448,2.4,0,0.987025141664791,0.000245484115132144,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Lachnospiraceae NK4A136 group","D_6__uncultured bacterium"
"1153b5da099235526f67b5b1c124d59f",7.63553066938152e-05,0.000156677783469354,0.487339717240448,2.4,0,0.987270625779924,0.000245484115132033,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium","D_6__uncultured bacterium"
"60b2ecd2039e3d9a80c799301235b55b",7.63553066938152e-05,0.000156677783469354,0.487339717240448,2.4,0,0.987516109895056,0.000245484115132033,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","unclassified"
"df521d04c10176cc2fa9ecd6b565747c",7.63553066938152e-05,0.000156677783469354,0.487339717240448,2.4,0,0.987761594010188,0.000245484115132033,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"1b5aa72a8971f998f5ca89390e6fefb7",7.15831000254518e-05,0.00012720650689978,0.562731433871138,0,2.25,0.987991735368124,0.000230141357936309,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Oscillibacter","D_6__uncultured bacterium"
"b7b48bf2e0a8a2776cbe6219336aa4de",7.15831000254518e-05,0.00012720650689978,0.562731433871138,0,2.25,0.98822187672606,0.000230141357936309,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__[Eubacterium] coprostanoligenes group","unclassified"
"2747bd94a19fbfa82f1e90e326d2f100",7.15831000254518e-05,0.00012720650689978,0.562731433871138,0,2.25,0.988452018083997,0.000230141357936309,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-013","D_6__uncultured bacterium"
"b72909635060381035aa822951ccee03",7.15831000254518e-05,0.00012720650689978,0.562731433871138,0,2.25,0.988682159441933,0.000230141357936309,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__uncultured bacterium","D_6__"
"214a63b99a7a52b377f6562881ab2d2b",7.15831000254518e-05,0.00012720650689978,0.562731433871138,0,2.25,0.988912300799869,0.000230141357936198,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"06052cf685b553d7153ce66e408a1efa",6.99923644693306e-05,0.000143621301513575,0.487339717240448,2.2,0,0.989137327905407,0.000225027105537734,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__uncultured bacterium","D_6__"
"385197fd9f310da44597d7a6a8ad6916",6.99923644693306e-05,0.000143621301513575,0.487339717240448,2.2,0,0.989362355010944,0.000225027105537734,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella","unclassified"
"82bbc30610e53a509f8df572a219b5c5",6.99923644693306e-05,0.000143621301513575,0.487339717240448,2.2,0,0.989587382116482,0.000225027105537734,"D_0__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"ce8630cbd65f0a428f0934125e63a87d",6.99923644693306e-05,0.000143621301513575,0.487339717240448,2.2,0,0.98981240922202,0.000225027105537734,"D_0__Bacteria","D_1__Cyanobacteria","D_2__Melainabacteria","D_3__Gastranaerophilales","D_4__uncultured bacterium","D_5__","D_6__"
"02d88f37c7c7a84dc2d8e371dc35fc70",6.99923644693306e-05,0.000143621301513575,0.487339717240448,2.2,0,0.990037436327558,0.000225027105537623,"D_0__Bacteria","D_1__Actinobacteria","D_2__Coriobacteriia","D_3__Coriobacteriales","D_4__Coriobacteriaceae","unclassified","unclassified"
"4598691a9bc1f1ea355a203d45fbd6a4",6.84016289132095e-05,0.000124839274164536,0.547917547350183,2,0.25,0.990257349180697,0.000219912853139159,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"dea1f5be510a9839c72dcb5a8130f1cc",6.84016289132095e-05,0.000124839274164536,0.547917547350183,2,0.25,0.990477262033836,0.000219912853139159,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"afa767991c2877025f5a5157722c2a4d",6.3629422244846e-05,0.000130564819557795,0.487339717240448,2,0,0.990681832129779,0.000204570095943324,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"f9f60c2b7142924f5bf6369037234212",6.3629422244846e-05,0.000113072450577582,0.562731433871138,0,2,0.990886402225723,0.000204570095943435,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","unclassified"
"bc684aafc372e26eaba403d94f1e7e6e",6.3629422244846e-05,0.000113072450577582,0.562731433871138,0,2,0.991090972321666,0.000204570095943324,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__Peptococcus","unclassified"
"4d494e3b48d6a7051a06452d6565c6fc",6.3629422244846e-05,0.000130564819557795,0.487339717240448,2,0,0.991295542417609,0.000204570095943435,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"f3b139e0dc9ce944d756407d2b14afa6",6.3629422244846e-05,8.99855919046255e-05,0.707106781186548,2,0,0.991500112513553,0.000204570095943324,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured","unclassified"
"f2bc95e871900da7d45c7ccf46d8e4c3",6.3629422244846e-05,0.000130564819557795,0.487339717240448,2,0,0.991704682609496,0.000204570095943435,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__uncultured bacterium","D_6__"
"2b871a4b047d73093255fa765a5b363e",6.3629422244846e-05,0.000130564819557795,0.487339717240448,2,0,0.99190925270544,0.000204570095943324,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","unclassified","unclassified","unclassified"
"5292f29cab69c370997bcb039ef68d64",6.3629422244846e-05,0.000101135074349583,0.629152869605896,2,0,0.992113822801383,0.000204570095943435,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","unclassified"
"6a0770d993064a18460e5c5a57227435",6.3629422244846e-05,0.000113072450577582,0.562731433871138,0,2,0.992318392897326,0.000204570095943324,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__uncultured bacterium","D_6__"
"8efcddfe05c7864bbbcde0a704b4a347",5.72664800203614e-05,0.000117508337602016,0.487339717240448,1.8,0,0.992502505983675,0.000184113086349025,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","unclassified","unclassified","unclassified"
"e9f3a91077459e22d09e46631ad15e1b",5.72664800203614e-05,0.000117508337602016,0.487339717240448,1.8,0,0.992686619070024,0.000184113086349025,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminiclostridium 5","D_6__uncultured bacterium"
"979a920ab75fbeb967cfd19f6cdd157e",5.72664800203614e-05,0.000117508337602016,0.487339717240448,1.8,0,0.992870732156373,0.000184113086349025,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidales S24-7 group","unclassified","unclassified"
"2d9899531e3cfb51bde64693b524fc2f",5.72664800203614e-05,0.000117508337602016,0.487339717240448,1.8,0,0.993054845242722,0.000184113086349136,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","unclassified","unclassified","unclassified"
"802ebc122d807ea881d7368779df4a7f",5.72664800203614e-05,0.000117508337602016,0.487339717240448,1.8,0,0.993238958329071,0.000184113086349025,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__uncultured bacterium","D_6__"
"6376ea6dab7d0fde3cd66f53b57e1484",5.56757444642403e-05,6.67949442297765e-05,0.833532314552342,0,1.75,0.993417957163022,0.00017899883395045,"D_0__Bacteria","D_1__Proteobacteria","D_2__Gammaproteobacteria","D_3__Pseudomonadales","D_4__Pseudomonadaceae","D_5__Pseudomonas","unclassified"
"7db40cd8a6889dd015b271523fe0bcde",5.56757444642403e-05,9.89383942553842e-05,0.562731433871138,0,1.75,0.993596955996972,0.00017899883395045,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"9d88acce7b2f13b58bf95d2f17ec8c2f",5.56757444642403e-05,9.89383942553842e-05,0.562731433871138,0,1.75,0.993775954830923,0.00017899883395045,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","unclassified"
"4a6cd13c4c85f44f70dc56bdf29283d9",5.56757444642403e-05,9.89383942553842e-05,0.562731433871138,0,1.75,0.993954953664873,0.00017899883395045,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"c5aad5ebe154556c8422b669638c0745",5.09035377958768e-05,0.000104451855646236,0.487339717240448,1.6,0,0.994118609741628,0.000163656076754726,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__uncultured","D_6__unidentified"
"f923e2e107ed0e5af4dce2bdc7238c33",5.09035377958768e-05,0.000104451855646236,0.487339717240448,1.6,0,0.994282265818383,0.000163656076754615,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"bff9b66d07d74c6f56b07d58a1db22b6",5.09035377958768e-05,0.000104451855646236,0.487339717240448,1.6,0,0.994445921895137,0.000163656076754726,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-010","unclassified"
"6aabafb49961a8603b6242b71562c56a",5.09035377958768e-05,0.000104451855646236,0.487339717240448,1.6,0,0.994609577971892,0.000163656076754726,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"287630e2d4ae18d7cd1cbcf226d42f99",4.77220666836345e-05,8.48043379331864e-05,0.562731433871138,0,1.5,0.99476300554385,0.000153427571957465,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"ec77b8bc25a3aacda06ec2b5068e295a",4.77220666836345e-05,8.48043379331864e-05,0.562731433871138,0,1.5,0.994916433115807,0.000153427571957576,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","unclassified"
"26d79cb66d58a4fd290eaade56ebfef3",4.61313311275134e-05,6.48525789237912e-05,0.711326085917457,0.4,1.25,0.995064746435366,0.000148313319559001,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","unclassified","unclassified"
"62a5bb8ab1778023f06c7bbe10bddb03",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.995207945502526,0.000143199067160316,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcus 1","unclassified"
"fab1db1903937dd2941bba0d794d9485",4.45405955713922e-05,6.39634372550311e-05,0.696344622534944,1.4,0,0.995351144569687,0.000143199067160316,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","D_5__Tyzzerella 3","D_6__uncultured bacterium"
"48120f2d28136884787660eb4953652a",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.995494343636847,0.000143199067160427,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-004","D_6__uncultured bacterium"
"b32ae3d8ca67e21347d6845e6e005a67",4.45405955713922e-05,5.69118854034052e-05,0.782623792124926,1.4,0,0.995637542704008,0.000143199067160316,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Peptococcaceae","D_5__uncultured","D_6__uncultured bacterium"
"4f8c1201af13d2fdb669c3336660134f",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.995780741771168,0.000143199067160427,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","unclassified"
"11b55295dc9dee1fd3ed0729f5bb35df",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.995923940838328,0.000143199067160316,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Ruminococcaceae UCG-014","unclassified"
"01bb8c8e0a81123c23c35af7a08e6b7a",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.996067139905489,0.000143199067160316,"D_0__Bacteria","D_1__Tenericutes","D_2__Mollicutes","D_3__Mollicutes RF9","D_4__uncultured bacterium","D_5__","D_6__"
"00154f00cb73359cd52cd47bb2f9ab3f",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.996210338972649,0.000143199067160427,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","unclassified","unclassified"
"9485b25a0c921cb845dc9c4142ae4a0f",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.996353538039809,0.000143199067160316,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Family XI","D_5__Parvimonas","D_6__uncultured bacterium"
"b902c9246307aaa0ad0de9e46a7b7b79",4.45405955713922e-05,9.13953736904566e-05,0.487339717240448,1.4,0,0.99649673710697,0.000143199067160427,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"62e673b67a190b6df643908c3158b041",3.97683889030288e-05,7.06702816109887e-05,0.562731433871138,0,1.25,0.996624593416934,0.000127856309964591,"D_0__Bacteria","D_1__Firmicutes","D_2__Erysipelotrichia","D_3__Erysipelotrichales","D_4__Erysipelotrichaceae","unclassified","unclassified"
"4a57d0fed9731e25aa748353d4ad8635",3.97683889030288e-05,7.06702816109887e-05,0.562731433871138,0,1.25,0.996752449726899,0.000127856309964591,"D_0__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"7a73f53038ab0bbb3d33b02b278bf609",3.97683889030288e-05,7.06702816109887e-05,0.562731433871138,0,1.25,0.996880306036864,0.000127856309964591,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","D_5__Oscillibacter","D_6__uncultured bacterium"
"783debddf8d47443f2521fe866e8ed38",3.97683889030288e-05,7.06702816109887e-05,0.562731433871138,0,1.25,0.997008162346828,0.000127856309964591,"D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Alistipes","unclassified"
"6e2c3070699785e2b5d8d09c90866c84",3.97683889030288e-05,7.06702816109887e-05,0.562731433871138,0,1.25,0.997136018656793,0.000127856309964702,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Clostridiales vadinBB60 group","D_5__uncultured bacterium","D_6__"
"ec525d2eb10c6334a1fb7f56e9ebe4ba",3.97683889030288e-05,7.06702816109887e-05,0.562731433871138,0,1.25,0.997263874966757,0.000127856309964591,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Ruminococcaceae","unclassified","unclassified"
"235a3631d1cc01de1de9aa6fc9025300",3.81776533469076e-05,7.83388917346771e-05,0.487339717240448,1.2,0,0.997386617024323,0.000122742057566017,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Family XIII","unclassified","unclassified"
"af140e3881d1c74ce8b17a5c8979dfa5",3.81776533469076e-05,7.83388917346771e-05,0.487339717240448,1.2,0,0.997509359081889,0.000122742057566017,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"e5f421f77127c381ff85107a2d059a54",3.81776533469076e-05,7.83388917346771e-05,0.487339717240448,1.2,0,0.997632101139455,0.000122742057566017,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
"8e6f1849d93723676dff6cb1962941a8",3.34054466785442e-05,4.67065873882915e-05,0.715219170281713,0.6,0.75,0.997739500439826,0.000107399300370292,"D_0__Bacteria","D_1__Firmicutes","D_2__Clostridia","D_3__Clostridiales","D_4__Lachnospiraceae","unclassified","unclassified"
